t,W,Q,H,S,A,P
160 days,250.87582857142857,1096.2071428571428,265.9231571428572,0.00016328214272903616,1000.7821285714284,
160 days,278.51867500000003,1099.59925,264.95861249999996,0.00022837861448414434,866.1136000000001,
160 days,286.2437,1103.99775,263.7165375,0.00019903685672883914,943.3045625,
161 days,251.4278,992.0113333333334,266.5824888888889,0.0001805631440642517,949.2770666666667,
161 days,248.51097142857142,994.7860000000001,265.70248571428573,0.00016041259934513377,945.7901857142857,
161 days,276.740575,997.32925,264.73851249999996,0.00023110858740281047,814.8749625,
161 days,278.99595,1000.4771875,263.4444375,0.00020843395964744671,876.301175,
162 days,243.2580555555556,876.3211555555555,266.3028222222222,0.00018098343069973397,879.5077666666666,
162 days,243.1329,880.4200571428572,265.4384857142857,0.0001548528590388074,880.7648857142857,
162 days,272.6317875,883.7433749999999,264.48548750000003,0.00023217873678693307,756.4449500000001,
162 days,264.21516249999996,887.8292250000001,263.1506875,0.00021457913890974518,805.1185125,
163 days,236.7360777777778,766.6863888888888,265.9927888888889,0.00018032298027254915,805.0208444444444,
163 days,237.90357142857144,770.4287714285714,265.1546285714286,0.00015088161596286834,812.4794714285715,
163 days,263.28643750000003,773.8392624999999,264.2140875,0.0002328557700707543,694.93315,
163 days,244.9696875,777.7327875,262.8143625,0.00022010262688480084,727.2004250000001,
164 days,232.55446666666663,706.9604999999999,265.8060444444444,0.00018166389477624538,761.2276777777777,
164 days,234.53221428571428,706.0136142857143,264.96785714285716,0.00015001050457846756,768.3544571428572,
164 days,255.8044875,705.3560125,264.03565000000003,0.00023224425613697707,655.465175,
164 days,237.87935,704.9862625,262.593625,0.00022696514224775254,677.8095374999999,
165 days,234.80381111111112,742.7468666666667,265.90597777777776,0.00018300480927993022,784.5846666666666,
165 days,236.18170000000003,740.3886,265.05902857142854,0.00015172710642420492,789.8070857142858,
165 days,259.160675,738.29515,264.1151625,0.00023445007425525386,672.9621375,
165 days,240.4489875,736.0220375,262.677175,0.00022658256299405632,696.4365875,
166 days,237.80241111111113,788.4810222222222,266.03875555555555,0.00018312489117578717,815.9519555555554,
166 days,238.5018714285714,787.089242857143,265.1874,0.00015298253165465584,820.2874285714287,
166 days,264.200275,785.9680875000001,264.2351875,0.00023517078710578768,699.6839374999998,
166 days,245.44998749999996,784.8313249999999,262.82405000000006,0.00022191987833978993,729.3983625000001,
167 days,243.52065555555555,894.0955333333333,266.31818888888887,0.00018588677478039483,883.3202222222221,
167 days,243.02735714285717,887.274842857143,265.4317571428572,0.00015815795811491745,879.1319285714286,
167 days,271.9486875,881.9516374999998,264.45835,0.0002375950030575652,750.311775,
167 days,262.1902,875.9085000000001,263.0746375,0.0002242392650652621,786.9612875,
168 days,251.04492222222223,982.7704888888888,266.5466333333333,0.00018300480927993022,940.2741444444445,
168 days,248.01819999999998,979.8352428571427,265.6566571428571,0.00016164240365252052,934.4153428571428,
168 days,276.0856625,977.3269499999999,264.68188749999996,0.00023451559360531028,801.7947875,
168 days,270.24076249999996,974.644425,263.3541375,0.00021477042853657968,854.2785125000001,
169 days,252.59684444444443,1049.3645555555554,266.70078888888884,0.00018208418141172765,979.1059777777778,
169 days,249.62338571428572,1048.216285714286,265.8084428571429,0.00016353835195975083,972.1349857142857,
169 days,277.5738875,1047.168625,264.83286250000003,0.00023292128942081075,836.8470749999999,
169 days,282.73645,1045.892,263.5360625,0.0002097729870353427,898.8037249999999,
170 days,252.03254444444443,1020.5438888888888,266.6434777777778,0.00018106348529697196,964.6389444444444,
170 days,249.1013714285714,1021.9322857142855,265.7585142857143,0.00016171926642172762,959.7165857142858,
170 days,277.26423750000004,1023.3770000000001,264.790125,0.0002316545819865437,826.8838875,
170 days,280.8450875,1025.328375,263.4969,0.00020886436130785496,889.17435,
171 days,251.18364444444444,982.3468888888888,266.5582888888889,0.0001809233897518112,943.1981333333333,
171 days,248.24569999999997,984.3506,265.6775285714285,0.00016033573657592664,939.6011714285713,
171 days,276.444225,986.27085,264.712175,0.00023185114003668815,808.77465,
171 days,277.95337500000005,988.6617875,263.407575,0.00021039467832258547,867.2900375,
172 days,249.59626666666665,931.4707666666667,266.4410333333333,0.0001808033078559656,913.8176555555555,
172 days,246.97824285714287,933.5520714285714,265.5663285714286,0.00015790174888421737,912.0772,
172 days,275.106075,935.4066625,264.61015,0.00023023499606883235,785.1262875000001,
172 days,269.208175,937.1043999999999,263.31681249999997,0.0002057319936683191,845.1459875,
173 days,248.40618888888886,900.0362555555554,266.36030000000005,0.00018174394937347195,893.7101666666667,
173 days,244.3532142857143,901.1053285714286,265.486,0.00015641573534611595,892.3355142857143,
173 days,273.681425,902.2999,264.52948749999996,0.00023185114003668815,766.5499500000001,
173 days,266.2071875,904.2262125,263.2109375,0.00021056205674605717,819.5690625000001,
174 days,248.77461111111108,910.3046111111112,266.38222222222225,0.00018220426330757325,899.1678444444443,
174 days,244.9959714285714,910.5138428571429,265.5041142857143,0.0001575174350381526,896.7679999999999,
174 days,273.9343375,910.7468249999998,264.54093750000004,0.00023370752162138857,769.216975,
174 days,266.11560000000003,911.1144875,263.20495,0.00021477042853659326,818.1511250000001,
175 days,248.19973333333337,896.3195444444445,266.3480111111111,0.0001822843179048112,890.6555555555556,
175 days,243.82784285714283,896.7868857142856,265.4714714285714,0.00015667194457683062,888.7975714285715,
175 days,273.2518125,897.3936000000001,264.5107375,0.00023372936140473246,762.267275,
175 days,264.8699375,898.3856375,263.16908750000005,0.00021587034389091553,809.53755,
176 days,248.09668888888888,893.5186333333334,266.34194444444444,0.00018216423600895425,889.1500666666666,
176 days,243.6386714285714,894.5016285714285,265.4662142857143,0.00015649259811532305,887.5117285714286,
176 days,273.1172,895.434,264.505275,0.0002339259194548769,761.017275,
176 days,264.5458,896.579925,263.1594875,0.00021689852563520375,807.2385249999999,
177 days,249.09715555555556,921.1582888888889,266.4042666666667,0.00018288472738407327,904.6610555555555,
177 days,245.63005714285717,919.8000857142857,265.5217857142857,0.00015859351380712513,901.1027000000001,
177 days,274.14905,918.6238125000001,264.55295,0.0002350615881890435,772.0015125,
177 days,266.17462500000005,917.2529374999999,263.20585,0.00021740066090565965,818.3840124999999,
178 days,249.23247777777775,922.0375444444443,266.41438888888894,0.0001816038538283112,907.1785333333333,
178 days,246.18221428571425,923.4750000000001,265.53722857142856,0.00015797861165342447,904.9052857142858,
178 days,274.5041375,924.9487874999999,264.5737125,0.00023340176465449995,776.7617750000002,
178 days,267.0705125,926.8487499999999,263.24056249999995,0.00021515300779026232,826.7403625000001,
179 days,249.1937111111111,920.2938111111112,266.4115777777777,0.00018136369003660867,906.4677555555556,
179 days,246.11847142857144,922.4489285714286,265.53528571428575,0.00015790174888420278,904.4245857142857,
179 days,274.47812500000003,924.2823750000001,264.5721625,0.00023346728400454398,776.4039125,
179 days,267.004125,926.23785,263.23796250000004,0.000215296475010412,826.1150250000001,
180 days,243.19725555555553,878.1396333333333,266.2977333333333,0.00018238438615135298,878.2911111111111,
180 days,242.9719714285714,879.5898428571429,265.4290571428572,0.00015572397042322274,878.4658428571428,
180 days,272.2271375,880.7485874999999,264.4691,0.00023447191403861014,752.7251,
180 days,263.08975,882.184075,263.1092625,0.00022010262688480084,795.2235125,
181 days,242.76711111111112,870.3459888888888,266.27090000000004,0.00018294476833200743,871.7745222222221,
181 days,242.57249999999996,871.0238142857141,265.4061714285714,0.00015549338211557224,872.9157428571426,
181 days,271.614325,871.5905124999998,264.44541250000003,0.0002349960688389995,747.3181875,
181 days,262.1874125,872.2374125000001,263.0754875,0.00022223072398341133,787.158375,
182 days,248.03369999999995,892.3967444444445,266.33816666666667,0.0001823243452034302,888.217,
182 days,243.5378,893.4222714285714,265.4614857142857,0.00015664632365375186,886.3560142857144,
182 days,272.934075,894.1980874999999,264.49784999999997,0.00023497422905565562,759.3270875000001,
182 days,263.893625,894.7984375000001,263.13822500000003,0.00022024609410493693,802.1551374999999,
183 days,248.63545555555558,908.9986333333334,266.3736888888889,0.00018318493212370998,897.0485666666666,
183 days,244.5395714285714,907.6817714285713,265.4915142857143,0.00015797861165342447,893.6871428571429,
183 days,273.5200375,906.4964625,264.5225375,0.00023578230103957733,765.01475,
183 days,264.6769625,904.9939875,263.162225,0.00022024609410492335,807.9111125000001,
184 days,250.45591111111116,961.1253777777778,266.50368888888886,0.00018190405856794792,929.5036222222222,
184 days,247.63571428571433,961.2569285714287,265.6201285714286,0.00016033573657592664,925.379757142857,
184 days,275.6671125,961.2230625,264.64964999999995,0.00023412247750502136,794.3224,
184 days,269.3639,960.9249249999999,263.317825,0.0002157986102808543,845.4518875,
185 days,251.30807777777778,995.8739333333334,266.57267777777776,0.00018362523240850743,946.8196444444444,
185 days,248.25434285714283,991.3835714285715,265.6791714285714,0.00016243665226769958,940.0057571428571,
185 days,276.3222625,987.552,264.70153750000003,0.0002349087097055992,806.357425,
185 days,270.703375,983.4048875,263.37335,0.00021469869492651844,858.9579624999999,
186 days,251.92311111111115,1018.0108888888886,266.6330555555556,0.00018186403126932893,962.0123111111111,
186 days,248.96179999999998,1017.0534285714285,265.74555714285714,0.00016187299196015643,956.4865857142856,
186 days,277.13463750000005,1016.8242500000001,264.77651249999997,0.0002316545819865437,823.7213999999999,
186 days,280.17381249999994,1017.3523749999999,263.4850375,0.00020786009076692957,886.2537374999999,
187 days,252.5864666666667,1045.1875555555555,266.6989888888889,0.00018098343069974536,978.6501777777778,
187 days,249.6670714285714,1047.0012857142854,265.81211428571424,0.0001625903778061284,973.0586714285715,
187 days,277.6397875,1048.6736250000001,264.8417625,0.00023167642176989998,838.904875,
187 days,283.119825,1050.6681250000001,263.5546125,0.00020814702520718814,903.3546625,
188 days,251.77623333333335,1009.6542222222223,266.61791111111114,0.0001812436081407517,958.1961,
188 days,248.8301,1010.8281428571428,265.73297142857143,0.0001615655408833134,953.361,
188 days,277.000475,1011.929625,264.763425,0.00023239713462042138,820.6844000000001,
188 days,279.37127499999997,1013.27575,263.46067500000004,0.00021063379035613202,880.2995250000001,
189 days,252.18357777777777,1029.2412222222222,266.65907777777784,0.000181663894776234,968.5708888888888,
189 days,249.2253857142857,1029.3221428571428,265.7705428571429,0.00016243665226771414,962.7027428571429,
189 days,277.323425,1029.430625,264.7979375,0.0002327247313706663,828.7189999999998,
189 days,280.847875,1029.5536250000002,263.4970875,0.0002104185895259347,889.22685,
190 days,251.85278888888888,1013.1722222222223,266.6256222222222,0.0001813036490886745,960.1422888888889,
190 days,248.9087,1014.1615714285715,265.7404142857143,0.00016164240365252052,955.2104714285714,
190 days,277.0801375,1015.193625,264.77115,0.00023220057657027693,822.4802374999999,
190 days,279.646725,1016.615,263.47180000000003,0.0002099642766621908,883.0163375,
191 days,250.42132222222224,956.4933777777777,266.5012888888889,0.0001805031031163289,928.8953666666667,
191 days,247.6875,959.5467571428571,265.62449999999995,0.00015920841596081122,926.4598714285714,
191 days,275.8351875,962.5028374999999,264.66188750000003,0.00023191665938673218,797.117475,
191 days,270.0953625,966.2282625,263.3496,0.00021202064015072645,853.1651375,
192 days,249.1452222222222,919.2079666666666,266.40802222222226,0.00018154381288037704,905.5918999999999,
192 days,245.9843142857143,920.9070285714286,265.5315142857143,0.00015782488611501024,903.5016857142856,
192 days,274.41845,922.5298875000001,264.5686,0.00023337992487114368,775.5762749999999,
192 days,266.927225,924.5256125,263.2351875,0.00021508127418020105,825.4433874999999,
193 days,250.37303333333335,961.028011111111,266.4974555555556,0.00018288472738408462,927.9387666666668,
193 days,247.5242,958.6438857142857,265.6098142857143,0.00016084815503732686,922.8235714285713,
193 days,275.4756625,956.5532625,264.636225,0.0002349087097055992,791.2205249999998,
193 days,268.8988875,954.16305,263.298625,0.00021644421277145986,840.7938,
194 days,251.28206666666665,986.6551666666668,266.5682,0.0001809233897518112,945.6861555555556,
194 days,248.3461571428571,988.8414714285715,265.6869857142857,0.00016056632488356258,941.9458714285714,
194 days,276.5416375,990.7052375000001,264.7207125,0.00023200401852013246,810.759125,
194 days,278.2028875,992.54705,263.41615,0.0002103946783225719,869.3954000000001,
195 days,250.53872222222222,966.713088888889,266.5095111111111,0.000183104877526472,930.9625555555554,
195 days,247.6462142857143,963.2942428571429,265.62129999999996,0.00016095063872961275,925.6707428571427,
195 days,275.6702375,960.6675875,264.649725,0.0002338604001048329,794.3360250000001,
195 days,269.5600625,958.2651125,263.3273125,0.00021297708828493981,847.7429125,
196 days,255.15034444444447,1178.6651111111112,266.99530000000004,0.00017946239335226937,1053.9540333333332,
196 days,252.5436,1175.2052857142858,266.1150285714285,0.00016156554088329883,1048.9285,
196 days,280.6826625,1170.439,265.1977125,0.00020881016860312362,921.879875,
196 days,301.32435000000004,1160.094875,264.1698625,0.00015671402679010837,1057.9047,
197 days,256.30895555555554,1278.225222222222,267.1926,0.00018038302122047194,1104.432888888889,
197 days,253.9692428571429,1275.6502857142857,266.3008571428571,0.00016579299318995256,1095.7469,
197 days,281.7667,1273.8563749999998,265.357125,0.0002168908884423903,959.588575,
197 days,302.11365,1273.513,264.26087500000006,0.0001755799662373848,1081.5009,
198 days,256.83897777777776,1347.4906666666668,267.3208777777778,0.00018146375828315044,1137.357,
198 days,254.83572857142855,1346.7074285714284,266.41648571428567,0.00017007168734274925,1124.9864285714286,
198 days,282.329275,1345.913375,265.44258750000006,0.00022619463614921144,979.942575,
198 days,302.15488750000003,1345.1295,264.271875,0.00019401550402425294,1084.2817625,
199 days,256.5287,1303.6812222222225,267.24580000000003,0.00017996273458498963,1118.0722888888888,
199 days,254.3355857142857,1307.97,266.3497,0.0001682782227278048,1108.0917428571427,
199 days,281.9119625,1311.8570000000002,265.38036250000005,0.000226063597449111,965.2218875,
199 days,301.4547,1316.323625,264.19855,0.00019729133888392487,1065.1794375,
200 days,255.73190000000002,1232.393222222222,267.08601111111113,0.00018246444074859096,1077.1282666666668,
200 days,253.03635714285718,1230.7692857142854,266.18101428571424,0.00016884188303536253,1065.5215714285716,
200 days,280.6231,1229.3825,265.196425,0.00023191665938673218,921.9273499999999,
200 days,289.561775,1228.0555000000002,263.95707500000003,0.00020011286087983935,1003.0944,
201 days,255.5314222222222,1214.806111111111,267.0529444444444,0.0001820441541130973,1068.6660222222222,
201 days,252.80302857142854,1214.4605714285717,266.1505142857143,0.00016822698088166186,1057.8498285714284,
201 days,280.41659999999996,1214.1436250000002,265.1673625,0.00023185114003668815,915.0853999999999,
201 days,289.16277499999995,1213.8476249999997,263.92335,0.00020109322021740194,994.690325,
202 days,255.67972222222227,1231.1946666666668,267.0767666666667,0.0001834451095647163,1074.7682777777777,
202 days,252.92672857142858,1226.9402857142854,266.16700000000003,0.00016961051072747742,1061.9891,
202 days,280.4809375,1223.149125,265.176825,0.0002334454442211877,917.3426749999999,
202 days,289.16002499999996,1219.0269999999998,263.92376249999995,0.00020267135963884447,994.8052374999999,
203 days,257.4051111111111,1437.5701111111114,267.4572555555556,0.00018654722520759103,1172.455488888889,
203 days,255.59032857142856,1424.1761428571428,266.52421428571427,0.00017632319257198338,1152.2855714285713,
203 days,282.7998625,1410.725625,265.5164625,0.00023429719577182197,997.5756375000001,
203 days,302.3495875,1393.31425,264.29679999999996,0.00020393865341666563,1090.7205250000002,
204 days,257.8694777777778,1475.611,267.57101111111115,0.00018082332150526942,1201.7589444444445,
204 days,256.54537142857146,1474.725142857143,266.6669142857143,0.00017109652426557882,1188.5552857142854,
204 days,283.9819499999999,1473.7515,265.703425,0.00022073469031187916,1041.7863249999998,
204 days,305.3679,1472.60325,264.595625,0.00018036220690842441,1168.9067375,
205 days,256.99289999999996,1361.9893333333334,267.35825555555556,0.00018020289837670356,1146.9633222222224,
205 days,255.15181428571427,1364.3964285714285,266.45952857142856,0.00016930305965063436,1135.887857142857,
205 days,282.651475,1366.961625,265.4926249999999,0.00022407617716432255,991.7643625000001,
205 days,302.77626250000003,1370.7712499999998,264.339025,0.0001909548699947919,1101.7978750000002,
206 days,256.2002111111111,1266.9352222222221,267.1665333333333,0.0001808633488038884,1097.739822222222,
206 days,253.71268571428573,1268.402142857143,266.2683285714285,0.00016797077165096175,1087.5347142857142,
206 days,281.34505,1269.9615000000001,265.296975,0.0002270463876998333,945.5435999999999,
206 days,300.53886250000005,1272.193375,264.10181250000005,0.00019977810403286876,1040.02285,
207 days,255.30492222222222,1194.857222222222,267.01803333333334,0.00018112352624489474,1059.742088888889,
207 days,252.57661428571427,1196.5364285714288,266.1208142857143,0.00016704841842041807,1050.367,
207 days,280.188375,1198.340625,265.14385000000004,0.0002304533939023331,909.538775,
207 days,288.97865,1200.8578750000001,263.90712500000006,0.00019953899199930862,990.6387625000001,
208 days,254.95131111111107,1171.154,266.96394444444445,0.0001818440176200251,1045.9449444444444,
208 days,252.14142857142858,1170.827857142857,266.0643428571429,0.00016697155565121094,1036.1718,
208 days,279.5984625,1170.84425,265.0841625,0.0002317201013365877,895.5444500000001,
208 days,288.0406625,1171.324875,263.83045000000004,0.00020262353723213245,971.5867125000001,
209 days,254.98372222222224,1173.5143333333335,266.96886666666666,0.00018184401762001375,1047.1983777777778,
209 days,252.17892857142857,1173.2677142857142,266.0692428571429,0.00016704841842043262,1037.4085142857143,
209 days,279.64358749999997,1173.3446250000002,265.0887125,0.0002317201013365877,896.6173125000001,
209 days,288.10557500000004,1173.835,263.83485,0.0002026952708422073,972.6755125000001,
210 days,258.27714444444445,1361.4465555555553,267.67651111111104,0.00014171665075581673,1228.941,
210 days,261.5757571428571,1355.1662857142858,267.0196142857143,0.00011309075443369926,1278.676857142857,
210 days,288.8609875,1346.232625,266.47972500000003,0.00010478728051017879,1226.1855,
210 days,326.1402,1333.297,266.0620125,5.516314614049559e-05,1558.978875,
211 days,258.27045555555554,1362.047111111111,267.6747222222223,0.0001425171967281737,1228.470111111111,
211 days,261.4781571428572,1369.4902857142858,267.0066857142857,0.00011706199750963834,1275.3644285714286,
211 days,288.5541375,1381.3390000000002,266.43296250000003,0.00011463702280073316,1215.047125,
211 days,325.50870000000003,1415.8485,265.9507625,6.82903967825054e-05,1529.0807499999999,
212 days,257.1402777777778,1366.6253333333332,267.3944333333334,0.00017654040055317438,1156.263888888889,
212 days,255.59395714285714,1369.2420000000002,266.5207142857143,0.0001631540381136861,1151.4082857142857,
212 days,283.40747500000003,1372.9987500000002,265.6115500000001,0.0002051629247837792,1019.6848375,
212 days,305.77434999999997,1380.264375,264.6125625,0.00015654664836663667,1173.4705625,
213 days,256.6093111111111,1308.9108888888886,267.2655444444444,0.0001786218200812934,1123.139288888889,
213 days,254.56468571428573,1312.0527142857143,266.3795142857143,0.00016571613042074546,1115.6382428571428,
213 days,282.302625,1315.30825,265.4378625,0.0002164759325587575,978.6738,
213 days,302.88355,1319.8685,264.34450000000004,0.00017615383511791551,1103.2957875,
214 days,256.2530666666667,1272.3107777777777,267.17896666666667,0.00018062318501218586,1100.9281888888888,
214 days,253.82734285714284,1272.7952857142857,266.2829428571428,0.0001673302485741969,1091.2271142857144,
214 days,281.50861249999997,1273.564625,265.32045,0.00022381409976413407,951.033225,
214 days,301.1024875,1275.112625,264.158775,0.00019131353804512533,1054.85985,
215 days,256.07182222222224,1256.2822222222223,267.1431333333333,0.00018116355354351373,1091.7557333333332,
215 days,253.53034285714287,1256.2340000000002,266.24474285714285,0.0001676633205741187,1081.589842857143,
215 days,281.19935,1256.461125,265.275825,0.00022621647593256772,940.5436500000001,
215 days,300.42517499999997,1257.237625,264.0887375,0.00019721960527385005,1036.6394,
216 days,255.69744444444444,1226.4937777777777,267.08074444444446,0.00018148377193245423,1075.7850555555556,
216 days,253.042,1226.5131428571428,266.18145714285714,0.00016758645780489702,1065.6322714285714,
216 days,280.7009375,1226.9904999999999,265.20648750000004,0.00022892460906787757,924.246425,
216 days,289.9357875,1228.451625,263.9920875,0.00019640662435977278,1011.8500375,
217 days,255.5472888888889,1213.6164444444444,267.0559666666667,0.0001812436081407517,1069.442411111111,
217 days,252.8609142857143,1214.7741428571428,266.1578142857143,0.00016727900672806854,1059.679257142857,
217 days,280.52165,1216.160625,265.1815375,0.0002297982004018557,918.3871250000002,
217 days,289.57259999999997,1218.24975,263.9566875,0.00019700440444365272,1002.9803250000001,
218 days,255.18713333333335,1185.1435555555554,267.00027777777774,0.00018074326690803143,1055.2073444444445,
218 days,252.45655714285712,1187.7885714285715,266.1050714285714,0.00016656162088208204,1046.4177714285713,
218 days,280.0505125,1190.3357500000002,265.1298375,0.00023012579715208818,906.2385375,
218 days,288.82329999999996,1193.4771250000001,263.8938875,0.00019934770237247412,987.3354,
219 days,254.34012222222222,1129.9085555555555,266.8830222222222,0.0001809233897518112,1025.3242333333333,
219 days,251.56915714285714,1131.822,265.9895571428571,0.00016530619565161654,1017.4104428571428,
219 days,278.9500375,1133.702,265.01516250000003,0.00023078099065256558,879.369175,
219 days,286.90431249999995,1136.0825,263.75822500000004,0.00020298220528246587,953.65775,
220 days,253.98717777777782,1109.2246666666667,266.8366888888889,0.00018130364908868586,1013.5421555555555,
220 days,251.08364285714288,1110.1845714285714,265.94282857142855,0.0001649218818055518,1005.7034142857143,
220 days,278.5810375,1111.20975,264.967475,0.00023154538306979953,868.2361000000001,
220 days,285.88305,1112.567125,263.69849999999997,0.00020515812478778836,938.8705,
221 days,254.05643333333333,1113.6164444444444,266.8457777777778,0.00018136369003660867,1015.8506888888891,
221 days,251.17884285714285,1114.5295714285714,265.9515714285714,0.00016517809103626648,1007.8877714285715,
221 days,278.64465,1115.5085,264.9757375,0.00023152354328644326,870.1679000000001,
221 days,286.0333375,1116.7932500000002,263.70712499999996,0.00020518203599113758,941.0091625,
222 days,255.99471111111112,1243.1934444444444,267.13144444444447,0.00017898206576885293,1088.7444111111113,
222 days,253.5145,1250.181,266.2423857142857,0.00016625416980522442,1080.9889142857141,
222 days,281.21342500000003,1256.753,265.27779999999996,0.00022593255874901055,941.002225,
222 days,300.364925,1264.3736250000002,264.0835625,0.0002003519729133859,1035.2847,
223 days,254.90989999999996,1162.7798888888888,266.95854444444444,0.00017996273458497828,1044.5609333333332,
223 days,252.1874857142857,1165.3015714285714,266.06964285714287,0.00016461443072872332,1037.5128000000002,
223 days,279.85283749999996,1167.745625,265.1093375,0.00022519000611513285,901.3500374999999,
223 days,289.1818,1171.060375,263.9198625,0.00018810943679551463,993.735825,
224 days,262.4416111111111,1604.9277777777777,268.7440444444444,9.936776881833994e-05,1506.8169999999998,
224 days,298.9423142857142,1593.0882857142856,268.29974285714286,7.348080736652153e-05,1609.628714285714,
224 days,391.068275,1579.434625,267.9768875,5.970996767711589e-05,1588.6892500000001,
224 days,836.5236,1565.666375,267.7471125,3.125194278527018e-05,2010.7353749999997,
225 days,259.3442444444445,1307.0167777777779,267.9468,0.00010851400655246545,1298.8043333333335,
225 days,266.96171428571427,1325.3251428571427,267.45738571428575,8.229440490281501e-05,1391.2538571428572,
225 days,294.81105,1348.5745000000002,267.07613749999996,7.268279898663772e-05,1370.1788749999998,
225 days,334.9437625,1377.883125,266.78878749999996,3.8999172672373975e-05,1753.8628750000003,
226 days,257.1400222222222,1344.2392222222225,267.39518888888887,0.0001705563194098464,1156.445811111111,
226 days,255.86564285714283,1350.658,266.55898571428577,0.00015423795688510676,1161.147,
226 days,284.0973,1357.374125,265.7218375,0.00018351969948458217,1045.57395,
226 days,310.0133625000001,1367.11675,264.87226250000003,0.00012689675620614465,1241.810425,
227 days,256.07342222222223,1245.1672222222223,267.1451666666666,0.0001776211376158529,1092.2743777777778,
227 days,253.74807142857142,1245.811857142857,266.2712,0.0001615655408833134,1088.2683428571427,
227 days,281.79292499999997,1247.588,265.35915,0.00020743426225212482,959.9219499999999,
227 days,302.85476250000005,1252.470875,264.3348625,0.00016003768405649233,1100.8650874999998,
228 days,255.57148888888892,1210.8377777777778,267.06086666666664,0.00017964251619604913,1070.6897333333336,
228 days,252.98682857142856,1212.4215714285715,266.1734142857143,0.00016469129349793045,1063.6189571428572,
228 days,280.8394875,1214.4785,265.22351249999997,0.00022075653009522302,928.1299250000001,
228 days,300.3749875,1218.19025,264.0795625,0.00018665085339084536,1034.306675,
229 days,255.28964444444443,1192.6723333333332,267.0158111111111,0.00018074326690803143,1059.1782444444443,
229 days,252.58244285714287,1194.187,266.1213285714286,0.00016627979072830317,1050.5005142857142,
229 days,280.27223749999996,1195.601125,265.15211250000004,0.0002275923822835665,911.4352500000001,
229 days,289.4674,1197.45025,263.94579999999996,0.00019217434136590105,1000.232675,
230 days,254.3054111111111,1130.148666666667,266.87838888888894,0.00018178397667210233,1024.1444,
230 days,251.5092142857143,1129.220857142857,265.9822,0.0001655624048823312,1015.5669285714287,
230 days,278.90085,1128.6888749999998,265.00858750000003,0.00023006027780204418,877.8259874999999,
230 days,287.0127625,1128.6578749999999,263.7631,0.00019953899199930862,954.8419250000001,
231 days,254.14421111111108,1118.3284444444444,266.8573333333333,0.00018110351259559095,1018.7860222222223,
231 days,251.31827142857142,1119.4055714285714,265.9642,0.0001649218818055518,1011.0589,
231 days,278.77215,1120.5995,264.9919375,0.00023019131650214462,873.9332875,
231 days,286.60623749999996,1122.33325,263.7392875,0.00020149971067444738,948.9533499999999,
232 days,253.45217777777776,1082.6042222222222,266.78184444444446,0.0001808633488038884,999.624011111111,
232 days,250.53607142857143,1084.3245714285715,265.8922857142857,0.00016376894026738675,993.0623857142857,
232 days,278.233275,1086.10825,264.9221375,0.0002305189132523771,857.6321,
232 days,285.1587875,1088.525875,263.65675,0.00020391474221331641,928.5392999999999,
233 days,252.92454444444442,1059.4924444444446,266.7320444444444,0.0001807632805573466,987.0063111111111,
233 days,250.0212,1061.6295714285714,265.84484285714285,0.000162897828882986,981.2236571428572,
233 days,277.886025,1063.733,264.87593749999996,0.00023080283043592185,846.8557625,
233 days,284.05697499999997,1066.401875,263.6007,0.00020580372727838035,914.7081875,
234 days,252.23615555555554,1028.134111111111,266.6635444444444,0.0001805631440642517,969.6943888888889,
234 days,249.32841428571425,1030.8032857142857,265.7798857142857,0.00016171926642172762,965.0345714285714,
234 days,277.4342125,1033.3035,264.8129875,0.00023106490783611033,832.1942,
234 days,282.508825,1036.33825,263.52665,0.00020769271234344426,896.4796624999999,
235 days,251.82268888888888,1010.1622222222223,266.6222666666667,0.00018074326690803143,959.2956555555556,
235 days,248.9013857142857,1012.631,265.7395285714286,0.0001612580898064558,954.9961428571429,
235 days,277.08995,1014.79125,264.772175,0.000231741941119944,822.7119625,
235 days,279.75283750000006,1017.15225,263.4759375,0.00020939040778166008,884.0309875,
236 days,251.34272222222222,989.4932888888889,266.5742444444444,0.00018094340340112637,947.2085888888889,
236 days,248.40368571428573,991.5741857142857,265.69247142857137,0.00016072005042199136,943.3067285714286,
236 days,276.59425,993.3912750000001,264.725325,0.00023226609592032094,811.8335625,
236 days,278.26812500000005,995.3718374999999,263.4183875,0.0002111359256266015,869.9378624999999,
237 days,251.24132222222227,986.7732777777777,266.5645,0.00018152379923107323,944.7585444444444,
237 days,248.27399999999997,987.4585428571429,265.6804142857143,0.00016097625965267692,940.3102428571428,
237 days,276.429675,988.02545,264.7109125,0.00023305232812089878,808.5011875000001,
237 days,277.5354875,988.3070749999999,263.39638749999995,0.00021237930820107345,864.5700875,
238 days,255.71852222222222,1152.5233333333335,267.0965,0.00015792770669597147,1079.8106222222223,
238 days,254.39317142857143,1157.967,266.34925714285714,0.00013176840735219453,1108.0400857142859,
238 days,283.7341625,1173.47725,265.663375,0.00014344369703853102,1031.0451,
238 days,314.376225,1204.121875,265.03935,8.775411631366176e-05,1286.115875,
239 days,256.57571111111105,1316.8802222222223,267.2570333333333,0.00018210419506103147,1120.9693222222222,
239 days,254.3703428571429,1311.03,266.3544,0.00016850881103544073,1109.2768714285714,
239 days,282.02135,1305.436125,265.39538749999997,0.00022073469031186674,968.6915125,
